475 13289
116 271 0.0509260824
116 295 0.0143756186
116 301 0.0143756186
116 318 0.0683174721
116 319 0.0353969251
116 322 0.0143756186
116 324 0.0225577635
116 335 0.0143756186
116 339 0.0143756186
116 344 0.0143756186
116 350 0.0143756186
116 354 0.0225577635
116 386 0.0143756186
116 389 0.0761534743
116 441 0.0143756186
116 452 0.0143756186
144 15 0.0247006458
144 132 0.0247006458
144 134 0.0608201241
144 322 0.0247006458
144 325 0.0247006458
144 350 0.0247006458
144 370 0.0247006458
144 399 0.0247006458
144 452 0.0247006458
144 460 0.0247006458
159 101 0.0460269129
159 113 0.1133315533
159 116 0.0460269129
159 118 0.0722239678
159 130 0.0460269129
159 132 0.0460269129
159 134 0.0460269129
159 137 0.0460269129
159 150 0.0460269129
159 151 0.0460269129
159 161 0.1475061607
159 164 0.0460269129
159 188 0.0722239678
159 190 0.0460269129
159 208 0.0722239678
159 209 0.0460269129
159 220 0.0460269129
159 245 0.0722239678
159 246 0.0722239678
159 248 0.0722239678
159 260 0.0460269129
159 269 0.0722239678
159 276 0.0460269129
159 295 0.0460269129
159 301 0.0460269129
159 318 0.0460269129
159 322 0.0460269129
159 324 0.0722239678
159 338 0.0460269129
159 343 0.0460269129
159 362 0.0460269129
159 382 0.0460269129
159 385 0.0722239678
159 386 0.0460269129
159 389 0.1630517907
159 399 0.0460269129
159 409 0.0460269129
220 113 0.1179539215
220 116 0.0414363870
220 125 0.0650206607
220 130 0.0650206607
220 132 0.0414363870
220 137 0.0414363870
220 143 0.0414363870
220 150 0.0650206607
220 151 0.0414363870
220 161 0.0414363870
220 190 0.0650206607
220 192 0.0414363870
220 210 0.0414363870
220 228 0.0414363870
220 234 0.1020283528
220 242 0.0846273412
220 244 0.0414363870
220 246 0.0414363870
220 257 0.0414363870
220 269 0.0846273412
220 276 0.0414363870
220 290 0.0414363870
220 301 0.0414363870
220 318 0.0414363870
220 324 0.1020283528
220 339 0.0414363870
220 354 0.0414363870
220 385 0.0414363870
220 386 0.0650206607
220 389 0.1179539215
220 430 0.0650206607
220 440 0.0414363870
220 452 0.0414363870
220 462 0.0650206607
237 113 0.0285249557
237 132 0.0447604532
237 140 0.0285249557
237 143 0.0285249557
237 164 0.0447604532
237 188 0.0285249557
237 190 0.0285249557
237 192 0.0285249557
237 206 0.0285249557
237 208 0.0811998974
237 211 0.0285249557
237 220 0.0285249557
237 228 0.0285249557
237 242 0.0447604532
237 244 0.0285249557
237 245 0.0811998974
237 246 0.0582577615
237 256 0.0285249557
237 261 0.0285249557
237 265 0.0285249557
237 269 0.0447604532
237 276 0.0582577615
237 301 0.0285249557
237 318 0.0285249557
237 322 0.0285249557
237 329 0.0285249557
237 335 0.0285249557
237 338 0.0285249557
237 360 0.0285249557
237 382 0.0285249557
237 386 0.0285249557
237 389 0.0285249557
237 399 0.0285249557
237 409 0.0914162266
237 418 0.0285249557
237 428 0.0285249557
237 440 0.0582577615
237 441 0.0285249557
258 17 0.0275557402
258 132 0.0275557402
258 184 0.0275557402
258 188 0.0275557402
258 208 0.0275557402
258 216 0.0275557402
258 246 0.0432395911
258 269 0.0432395911
258 271 0.0432395911
258 283 0.0275557402
258 301 0.0275557402
258 304 0.0275557402
258 306 0.0562782905
258 312 0.0432395911
258 314 0.0275557402
258 318 0.0275557402
258 322 0.0275557402
258 330 0.0275557402
258 406 0.0432395911
258 427 0.0275557402
258 437 0.0432395911
258 451 0.0275557402
258 452 0.0275557402
269 22 0.0183542927
269 44 0.0183542927
269 72 0.0183542927
269 101 0.0183542927
269 113 0.0522478177
269 116 0.0522478177
269 118 0.0183542927
269 130 0.0183542927
269 132 0.0183542927
269 134 0.0288009723
269 137 0.0183542927
269 140 0.0183542927
269 161 0.0588214824
269 175 0.0288009723
269 190 0.0183542927
269 200 0.0183542927
269 201 0.0183542927
269 209 0.0183542927
269 234 0.0183542927
269 237 0.0288009723
269 241 0.0183542927
269 242 0.0288009723
269 245 0.0183542927
269 246 0.0183542927
269 248 0.0288009723
269 271 0.0923007994
269 276 0.0288009723
269 301 0.0374857727
269 302 0.0183542927
269 306 0.0183542927
269 314 0.0288009723
269 318 0.0183542927
269 322 0.0451935697
269 324 0.0183542927
269 329 0.0183542927
269 338 0.0288009723
269 343 0.0451935697
269 350 0.0183542927
269 359 0.0183542927
269 360 0.0183542927
269 362 0.0183542927
269 370 0.0451935697
269 384 0.0288009723
269 385 0.0288009723
269 388 0.0183542927
269 389 0.0374857727
269 399 0.0288009723
269 409 0.0183542927
269 417 0.0288009723
269 426 0.0183542927
269 427 0.0183542927
269 428 0.0374857727
269 440 0.0183542927
269 441 0.0183542927
269 452 0.0183542927
269 462 0.0183542927
269 472 0.0183542927
301 39 0.0135272706
301 47 0.0135272706
301 101 0.0135272706
301 105 0.0212265629
301 113 0.0276273350
301 116 0.0135272706
301 118 0.0135272706
301 125 0.0135272706
301 132 0.0135272706
301 134 0.0135272706
301 167 0.0135272706
301 190 0.0135272706
301 220 0.0135272706
301 242 0.0522659285
301 244 0.0333080473
301 246 0.0135272706
301 257 0.0135272706
301 269 0.0385070884
301 290 0.0276273350
301 307 0.0135272706
301 322 0.0642858550
301 335 0.0212265629
301 351 0.0135272706
301 354 0.0135272706
301 362 0.0135272706
301 380 0.0212265629
301 383 0.0212265629
301 385 0.0135272706
301 389 0.0135272706
301 399 0.0135272706
301 406 0.0276273350
301 426 0.0135272706
301 427 0.0135272706
301 428 0.0135272706
337 103 0.0347069752
337 113 0.0854585973
337 116 0.0347069752
337 125 0.0544610817
337 130 0.0544610817
337 132 0.0347069752
337 151 0.0347069752
337 161 0.0347069752
337 174 0.0347069752
337 175 0.0708835699
337 190 0.0544610817
337 192 0.0347069752
337 220 0.0987977988
337 228 0.0347069752
337 234 0.0347069752
337 242 0.0708835699
337 244 0.0347069752
337 245 0.0347069752
337 246 0.0347069752
337 248 0.0544610817
337 257 0.0347069752
337 269 0.0854585973
337 301 0.0347069752
337 318 0.0544610817
337 322 0.0347069752
337 324 0.0544610817
337 338 0.0347069752
337 385 0.0544610817
337 386 0.0347069752
337 389 0.1112282434
337 437 0.0347069752
337 472 0.0347069752
354 30 0.0292487248
354 32 0.0292487248
354 47 0.0292487248
354 95 0.0292487248
354 113 0.1220013307
354 114 0.0458961687
354 116 0.0597359469
354 118 0.0292487248
354 125 0.0292487248
354 130 0.0292487248
354 132 0.0458961687
354 134 0.0292487248
354 143 0.0292487248
354 188 0.0458961687
354 190 0.0458961687
354 192 0.0292487248
354 201 0.0292487248
354 206 0.0292487248
354 208 0.0720188083
354 218 0.0292487248
354 220 0.0937357480
354 234 0.0292487248
354 238 0.0458961687
354 242 0.0292487248
354 244 0.0720188083
354 246 0.0458961687
354 248 0.0292487248
354 261 0.0458961687
354 269 0.0458961687
354 276 0.0292487248
354 294 0.0292487248
354 301 0.0458961687
354 307 0.0292487248
354 309 0.0292487248
354 312 0.0292487248
354 318 0.0720188083
354 322 0.0458961687
354 324 0.0292487248
354 339 0.0292487248
354 357 0.0458961687
354 360 0.0292487248
354 362 0.0292487248
354 382 0.0292487248
354 385 0.0292487248
354 386 0.0292487248
354 389 0.0832601980
354 409 0.0597359469
354 441 0.0597359469
354 468 0.0292487248
354 472 0.0292487248
386 23 0.0372282733
386 104 0.0237248457
386 113 0.0372282733
386 116 0.0372282733
386 132 0.0237248457
386 141 0.0237248457
386 143 0.0237248457
386 150 0.0484542875
386 161 0.0237248457
386 190 0.0237248457
386 192 0.0237248457
386 203 0.0237248457
386 208 0.0237248457
386 220 0.0237248457
386 242 0.0372282733
386 244 0.0372282733
386 246 0.0372282733
386 248 0.0372282733
386 261 0.0237248457
386 263 0.0372282733
386 312 0.0237248457
386 318 0.0675357767
386 319 0.0237248457
386 324 0.0237248457
386 335 0.0372282733
386 338 0.0237248457
386 343 0.0372282733
386 351 0.0484542875
386 354 0.0237248457
386 370 0.0237248457
386 382 0.0237248457
386 385 0.0484542875
386 389 0.1193084507
386 428 0.0237248457
386 440 0.0372282733
386 472 0.0237248457
402 107 0.0867452102
402 111 0.0352295024
402 116 0.0552810148
402 119 0.0352295024
402 138 0.0352295024
402 147 0.0867452102
402 149 0.0552810148
402 154 0.0352295024
402 171 0.0352295024
402 176 0.0867452102
402 177 0.0352295024
402 186 0.0352295024
402 187 0.0552810148
402 197 0.0719507500
402 205 0.0352295024
402 210 0.0552810148
402 212 0.0352295024
402 222 0.0352295024
402 270 0.0352295024
402 293 0.0352295024
402 298 0.0352295024
402 299 0.0352295024
402 303 0.0352295024
402 305 0.0352295024
402 315 0.0352295024
402 325 0.0352295024
402 327 0.0552810148
402 346 0.0352295024
402 367 0.0352295024
402 377 0.0552810148
402 387 0.0352295024
402 390 0.0352295024
402 392 0.0352295024
402 400 0.0552810148
402 411 0.0552810148
402 423 0.0352295024
402 435 0.0719507500
402 446 0.0552810148
402 447 0.0352295024
402 463 0.0352295024
427 22 0.0439638658
427 95 0.0337782041
427 188 0.0337782041
427 199 0.0337782041
427 206 0.0215261845
427 208 0.0215261845
427 233 0.0215261845
427 237 0.0215261845
427 261 0.0215261845
427 269 0.0337782041
427 282 0.0215261845
427 283 0.0337782041
427 295 0.0215261845
427 299 0.0439638658
427 301 0.0337782041
427 302 0.0215261845
427 304 0.0215261845
427 322 0.0762571876
427 335 0.0215261845
427 343 0.0215261845
427 417 0.0215261845
427 428 0.0530036836
427 451 0.0337782041
49 7 0.0330225160
49 8 0.1058299210
49 17 0.0330225160
49 19 0.0330225160
49 22 0.0813109722
49 23 0.0330225160
49 30 0.0330225160
49 32 0.0518178819
49 34 0.0330225160
49 39 0.0330225160
49 41 0.0330225160
49 47 0.1377424459
49 51 0.0518178819
49 54 0.0330225160
49 58 0.0330225160
49 62 0.0518178819
49 66 0.0330225160
49 67 0.0330225160
49 72 0.1275905915
49 75 0.0330225160
49 78 0.0330225160
49 89 0.0330225160
49 91 0.0330225160
49 113 0.0518178819
49 116 0.0330225160
49 118 0.0330225160
49 125 0.0330225160
49 130 0.0518178819
49 159 0.0518178819
49 161 0.0518178819
49 174 0.0330225160
49 190 0.0330225160
49 220 0.0330225160
49 226 0.0330225160
49 245 0.0674433253
49 246 0.0674433253
49 271 0.0330225160
49 301 0.0330225160
49 318 0.0330225160
49 340 0.0330225160
49 343 0.0330225160
49 359 0.0330225160
49 389 0.1275905915
49 432 0.0813109722
49 458 0.0330225160
49 459 0.0330225160
49 461 0.0330225160
155 53 0.0245398094
155 55 0.0869330487
155 87 0.0501187234
155 99 0.0245398094
155 117 0.0245398094
155 119 0.0698556740
155 122 0.0245398094
155 127 0.0245398094
155 136 0.0245398094
155 138 0.0245398094
155 148 0.0385070884
155 149 0.0245398094
155 160 0.0245398094
155 165 0.0245398094
155 176 0.1023596555
155 197 0.0698556740
155 205 0.1023596555
155 207 0.0245398094
155 215 0.0604240984
155 217 0.0385070884
155 262 0.0245398094
155 278 0.0245398094
155 280 0.0245398094
155 283 0.0245398094
155 292 0.0245398094
155 296 0.0245398094
155 303 0.0245398094
155 315 0.0245398094
155 317 0.0245398094
155 320 0.0245398094
155 327 0.0501187234
155 341 0.0786447067
155 367 0.0245398094
155 372 0.0245398094
155 373 0.0245398094
155 374 0.0245398094
155 376 0.1023596555
155 379 0.0245398094
155 387 0.0245398094
155 393 0.0698556740
155 400 0.1364125752
155 401 0.0501187234
155 424 0.0245398094
155 447 0.0786447067
155 453 0.0245398094
155 461 0.0501187234
155 467 0.0245398094
155 469 0.0385070884
305 61 0.0237737746
305 92 0.0237737746
305 107 0.0373050509
305 136 0.0237737746
305 138 0.0585378995
305 147 0.0373050509
305 154 0.0373050509
305 167 0.0237737746
305 183 0.0485542171
305 222 0.0237737746
305 253 0.0676750590
305 254 0.0237737746
305 268 0.0237737746
305 272 0.0237737746
305 292 0.0237737746
305 293 0.0237737746
305 298 0.0237737746
305 303 0.0373050509
305 312 0.0485542171
305 320 0.0237737746
305 367 0.0237737746
305 371 0.0237737746
305 378 0.0485542171
305 379 0.0237737746
305 381 0.0237737746
305 411 0.0373050509
305 421 0.0237737746
305 424 0.0237737746
305 442 0.0237737746
305 446 0.0237737746
305 448 0.0237737746
305 452 0.0237737746
305 453 0.0237737746
305 465 0.0237737746
305 470 0.0237737746
53 4 0.0278084074
53 12 0.0177217506
53 13 0.0278084074
53 23 0.0177217506
53 24 0.0177217506
53 35 0.0278084074
53 42 0.0177217506
53 48 0.0278084074
53 55 0.0739203904
53 58 0.0177217506
53 59 0.0177217506
53 74 0.0177217506
53 85 0.0177217506
53 87 0.0567943238
53 88 0.0177217506
53 90 0.0177217506
53 99 0.0177217506
53 102 0.0177217506
53 111 0.0177217506
53 116 0.0177217506
53 122 0.0504472066
53 126 0.0177217506
53 135 0.0278084074
53 142 0.0177217506
53 148 0.0361939045
53 155 0.0278084074
53 213 0.0177217506
53 245 0.0177217506
53 256 0.0177217506
53 263 0.0177217506
53 268 0.0278084074
53 270 0.0177217506
53 279 0.0436360685
53 303 0.0504472066
53 312 0.0177217506
53 315 0.0177217506
53 327 0.0436360685
53 332 0.0361939045
53 375 0.0278084074
53 376 0.0504472066
53 401 0.0177217506
53 447 0.0436360685
53 448 0.0177217506
119 55 0.0808376324
119 90 0.0358071171
119 92 0.0297001866
119 110 0.0145422083
119 111 0.0145422083
119 126 0.0145422083
119 145 0.0145422083
119 147 0.0145422083
119 148 0.0145422083
119 155 0.0297001866
119 177 0.0228191708
119 205 0.0228191708
119 212 0.0145422083
119 224 0.0358071171
119 254 0.0228191708
119 268 0.0145422083
119 281 0.0145422083
119 292 0.0145422083
119 293 0.0145422083
119 299 0.0145422083
119 315 0.0145422083
119 320 0.0145422083
119 325 0.0228191708
119 346 0.0145422083
119 347 0.0145422083
119 368 0.0145422083
119 374 0.0145422083
119 375 0.0145422083
119 387 0.0145422083
119 404 0.0297001866
119 408 0.0145422083
119 423 0.0145422083
119 428 0.0145422083
119 431 0.0145422083
119 438 0.0145422083
136 25 0.0440419064
136 100 0.0440419064
136 119 0.0215643958
136 128 0.0338381641
136 138 0.0215643958
136 147 0.0215643958
136 155 0.0215643958
136 157 0.0215643958
136 160 0.0215643958
136 165 0.0215643958
136 167 0.0215643958
136 169 0.0215643958
136 175 0.0215643958
136 176 0.0215643958
136 179 0.0215643958
136 193 0.0215643958
136 199 0.0530977708
136 205 0.0338381641
136 207 0.0530977708
136 217 0.0338381641
136 251 0.0833193333
136 254 0.0338381641
136 259 0.0215643958
136 263 0.0338381641
136 268 0.0440419064
136 286 0.0215643958
136 291 0.0215643958
136 296 0.0215643958
136 300 0.0215643958
136 303 0.0338381641
136 305 0.0215643958
136 346 0.0215643958
136 352 0.0215643958
136 367 0.0215643958
136 378 0.0215643958
136 381 0.0338381641
136 390 0.0215643958
136 392 0.0215643958
136 393 0.0338381641
136 400 0.0215643958
136 401 0.0338381641
136 410 0.0215643958
136 416 0.0215643958
136 431 0.0215643958
136 439 0.0215643958
136 461 0.0215643958
136 467 0.0215643958
139 46 0.0197804158
139 50 0.0197804158
139 54 0.0310387994
139 61 0.0563074578
139 102 0.0197804158
139 107 0.0197804158
139 109 0.0197804158
139 111 0.0487050968
139 126 0.0197804158
139 135 0.0197804158
139 147 0.0197804158
139 155 0.0197804158
139 156 0.0403984063
139 160 0.0197804158
139 195 0.0197804158
139 204 0.0197804158
139 215 0.0310387994
139 222 0.0197804158
139 254 0.0310387994
139 274 0.0310387994
139 278 0.0197804158
139 285 0.0197804158
139 286 0.0197804158
139 292 0.0197804158
139 303 0.0197804158
139 315 0.0197804158
139 325 0.0197804158
139 332 0.0197804158
139 347 0.0487050968
139 379 0.0197804158
139 391 0.0197804158
139 400 0.0197804158
139 401 0.0487050968
139 432 0.0197804158
139 448 0.0310387994
139 453 0.0197804158
139 460 0.0197804158
278 25 0.0276994040
278 28 0.0434650238
278 92 0.0434650238
278 117 0.0276994040
278 119 0.0276994040
278 126 0.0276994040
278 127 0.0276994040
278 136 0.0434650238
278 139 0.0434650238
278 145 0.0565717013
278 147 0.1237286927
278 167 0.0276994040
278 195 0.0276994040
278 197 0.0276994040
278 205 0.0276994040
278 215 0.0276994040
278 254 0.0434650238
278 293 0.0276994040
278 303 0.0276994040
278 305 0.0276994040
278 313 0.0276994040
278 352 0.0276994040
278 393 0.0276994040
278 400 0.0276994040
278 401 0.0682039329
278 450 0.0565717013
278 461 0.0682039329
326 42 0.0232957027
326 92 0.0573607485
326 107 0.0365548758
326 111 0.0232957027
326 147 0.0663141669
326 181 0.0232957027
326 215 0.0475778301
326 236 0.0825257617
326 256 0.0232957027
326 263 0.0475778301
326 291 0.0232957027
326 303 0.0232957027
326 311 0.0746576178
326 320 0.0365548758
326 349 0.0365548758
326 376 0.0232957027
326 387 0.0232957027
326 393 0.0365548758
326 408 0.0746576178
326 424 0.0232957027
326 443 0.0475778301
326 469 0.0232957027
352 92 0.0269994647
352 119 0.0172062273
352 122 0.0172062273
352 135 0.0172062273
352 136 0.0172062273
352 139 0.0172062273
352 176 0.0172062273
352 207 0.0172062273
352 215 0.0269994647
352 236 0.0172062273
352 253 0.0172062273
352 254 0.0172062273
352 263 0.0351410288
352 270 0.0172062273
352 278 0.0269994647
352 292 0.0172062273
352 303 0.0269994647
352 315 0.0269994647
352 341 0.0172062273
352 372 0.0269994647
352 374 0.0269994647
352 379 0.0172062273
352 393 0.0172062273
352 401 0.0489797043
352 423 0.0269994647
352 443 0.0269994647
352 453 0.0172062273
352 455 0.0172062273
352 465 0.0172062273
352 466 0.0172062273
376 24 0.0330980492
376 25 0.0162059159
376 53 0.0399036457
376 59 0.0254298079
376 71 0.0162059159
376 87 0.0461321913
376 92 0.0574099684
376 110 0.0162059159
376 111 0.0162059159
376 117 0.0162059159
376 122 0.0162059159
376 135 0.0399036457
376 147 0.0162059159
376 154 0.0162059159
376 155 0.0519364062
376 156 0.0162059159
376 157 0.0162059159
376 179 0.0162059159
376 197 0.0162059159
376 215 0.1060719884
376 222 0.0254298079
376 236 0.0254298079
376 243 0.0162059159
376 263 0.0330980492
376 270 0.0254298079
376 298 0.0162059159
376 303 0.0461321913
376 326 0.0254298079
376 327 0.0330980492
376 341 0.0162059159
376 358 0.0399036457
376 367 0.0162059159
376 400 0.0162059159
376 401 0.0461321913
376 424 0.0162059159
376 442 0.0162059159
376 443 0.0330980492
376 447 0.0461321913
376 453 0.0162059159
376 455 0.0162059159
376 461 0.0519364062
376 467 0.0254298079
376 469 0.0162059159
443 102 0.0278449845
443 117 0.0278449845
443 122 0.0278449845
443 147 0.0436934641
443 179 0.0278449845
443 186 0.0278449845
443 215 0.0792642735
443 236 0.0436934641
443 296 0.0436934641
443 303 0.0792642735
443 352 0.0278449845
443 358 0.0568690268
443 374 0.0278449845
443 376 0.0436934641
443 393 0.0278449845
443 431 0.0278449845
443 442 0.0278449845
450 25 0.0242259643
450 76 0.0380146127
450 84 0.0242259643
450 87 0.0242259643
450 92 0.1698050375
450 96 0.0242259643
450 121 0.0242259643
450 126 0.0380146127
450 127 0.0380146127
450 145 0.0242259643
450 147 0.0689622743
450 148 0.0242259643
450 155 0.0380146127
450 157 0.0242259643
450 160 0.0242259643
450 171 0.0242259643
450 177 0.0380146127
450 193 0.0242259643
450 197 0.0596513212
450 205 0.0858212427
450 213 0.0242259643
450 215 0.0242259643
450 219 0.0242259643
450 254 0.0380146127
450 270 0.0242259643
450 278 0.0380146127
450 293 0.0380146127
450 296 0.0380146127
450 298 0.0242259643
450 313 0.0242259643
450 341 0.0242259643
450 398 0.0380146127
450 400 0.0380146127
450 401 0.0380146127
450 416 0.0380146127
450 423 0.0380146127
450 424 0.0776389021
450 431 0.0380146127
450 439 0.0242259643
450 447 0.0380146127
450 448 0.0596513212
450 461 0.0242259643
450 467 0.0494777439
450 469 0.0242259643
123 197 0.1572323941
123 371 0.0376950563
123 374 0.0376950563
123 393 0.0376950563
123 470 0.0591498835
247 107 0.0180797823
247 111 0.0180797823
247 122 0.0180797823
247 160 0.0283702193
247 191 0.0180797823
247 277 0.0180797823
247 341 0.0180797823
247 393 0.0180797823
247 428 0.0180797823
247 439 0.0180797823
387 61 0.0487050968
387 92 0.0994725444
387 111 0.0310387994
387 126 0.0197804158
387 140 0.0563074578
387 147 0.0403984063
387 155 0.0197804158
387 177 0.0197804158
387 205 0.0197804158
387 212 0.0197804158
387 217 0.0197804158
387 224 0.0310387994
387 272 0.0310387994
387 292 0.0197804158
387 317 0.0310387994
387 371 0.0197804158
387 377 0.0563074578
387 400 0.0197804158
387 401 0.0197804158
387 424 0.0197804158
387 431 0.0883558719
387 467 0.0487050968
403 24 0.0316320673
403 25 0.0316320673
403 92 0.0316320673
403 94 0.0316320673
403 102 0.0316320673
403 109 0.0316320673
403 111 0.0316320673
403 117 0.0316320673
403 139 0.0316320673
403 142 0.0316320673
403 147 0.0316320673
403 148 0.0316320673
403 153 0.0316320673
403 155 0.0316320673
403 162 0.0316320673
403 183 0.0316320673
403 185 0.0316320673
403 193 0.0316320673
403 197 0.0316320673
403 205 0.0496360339
403 207 0.0316320673
403 254 0.0496360339
403 267 0.0316320673
403 292 0.0316320673
403 315 0.0316320673
403 317 0.0316320673
403 325 0.0316320673
403 346 0.0496360339
403 347 0.0316320673
403 363 0.0316320673
403 368 0.0316320673
403 371 0.0316320673
403 381 0.0496360339
403 392 0.0316320673
403 400 0.0316320673
403 401 0.0316320673
403 408 0.0316320673
403 431 0.0316320673
403 445 0.0316320673
403 446 0.0316320673
403 453 0.0316320673
452 91 0.0150883581
452 95 0.0150883581
452 116 0.0236761716
452 129 0.0150883581
452 134 0.0483548784
452 137 0.0150883581
452 141 0.0150883581
452 185 0.0150883581
452 188 0.0150883581
452 190 0.0236761716
452 198 0.0150883581
452 201 0.0150883581
452 206 0.0150883581
452 208 0.0236761716
452 242 0.0236761716
452 244 0.0371518955
452 257 0.0150883581
452 269 0.0308156120
452 271 0.0150883581
452 310 0.0150883581
452 318 0.0150883581
452 322 0.1346482400
452 333 0.0150883581
452 335 0.0236761716
452 380 0.0150883581
452 385 0.0150883581
452 386 0.0150883581
452 389 0.0150883581
452 399 0.0236761716
452 409 0.0150883581
452 417 0.0150883581
452 428 0.0308156120
452 437 0.0150883581
452 454 0.0236761716
452 464 0.0236761716
67 1 0.0326879548
67 15 0.0326879548
67 17 0.0512928991
67 26 0.0326879548
67 33 0.0326879548
67 49 0.0326879548
67 57 0.0326879548
67 68 0.0326879548
67 72 0.0326879548
67 73 0.0326879548
67 96 0.0326879548
67 111 0.0326879548
67 138 0.0326879548
67 161 0.0326879548
67 172 0.0667600364
67 246 0.0326879548
67 349 0.0326879548
137 95 0.0241746423
137 103 0.0154060236
137 104 0.0154060236
137 105 0.0241746423
137 112 0.0241746423
137 114 0.0154060236
137 118 0.0154060236
137 132 0.0154060236
137 141 0.0154060236
137 143 0.0314643942
137 144 0.0154060236
137 167 0.0154060236
137 175 0.0154060236
137 185 0.0154060236
137 188 0.0438551965
137 190 0.0154060236
137 191 0.0438551965
137 192 0.0314643942
137 199 0.0154060236
137 208 0.0595249515
137 218 0.0154060236
137 219 0.0379340798
137 224 0.0154060236
137 238 0.0241746423
137 242 0.0154060236
137 246 0.0154060236
137 248 0.0241746423
137 249 0.0241746423
137 261 0.0154060236
137 266 0.0154060236
137 269 0.0154060236
137 276 0.0241746423
137 290 0.0314643942
137 301 0.0154060236
137 322 0.0493729267
137 335 0.0379340798
137 337 0.0154060236
137 339 0.0154060236
137 344 0.0314643942
137 351 0.0154060236
137 354 0.0154060236
137 383 0.0154060236
137 386 0.0154060236
137 389 0.0154060236
137 420 0.0154060236
137 451 0.0154060236
137 464 0.0154060236
137 470 0.0154060236
137 472 0.0154060236
199 26 0.0293320455
199 100 0.0460269129
199 103 0.0293320455
199 112 0.1223488751
199 136 0.0460269129
199 137 0.0293320455
199 192 0.0293320455
199 245 0.0460269129
199 251 0.1310214343
199 261 0.0293320455
199 322 0.0722239678
199 335 0.1553837250
199 357 0.0722239678
199 385 0.0293320455
199 417 0.0293320455
199 427 0.0293320455
199 472 0.0293320455
369 16 0.0329100325
369 61 0.0329100325
369 110 0.0329100325
369 111 0.0329100325
369 147 0.0672135953
369 172 0.0516413763
369 180 0.0329100325
369 254 0.0329100325
369 286 0.0672135953
369 287 0.0329100325
369 304 0.0516413763
369 345 0.0329100325
369 381 0.0329100325
369 387 0.0329100325
369 393 0.0329100325
369 425 0.0329100325
369 444 0.0672135953
369 445 0.0329100325
369 451 0.0329100325
369 453 0.0672135953
369 464 0.0329100325
432 62 0.0333659086
432 93 0.0333659086
432 134 0.0333659086
432 139 0.0333659086
432 141 0.0333659086
432 172 0.0333659086
432 185 0.0333659086
432 192 0.0333659086
432 198 0.0333659086
432 200 0.0333659086
432 208 0.0333659086
432 246 0.0333659086
432 269 0.0333659086
432 272 0.0333659086
432 274 0.0333659086
432 286 0.0333659086
432 299 0.0333659086
432 322 0.2022930417
432 347 0.0333659086
432 382 0.0333659086
432 386 0.0333659086
432 399 0.1181997837
432 417 0.0333659086
138 27 0.0345793939
138 61 0.0220367670
138 91 0.0220367670
138 92 0.0220367670
138 102 0.0627304470
138 103 0.0220367670
138 107 0.0345793939
138 111 0.0345793939
138 126 0.0220367670
138 128 0.0345793939
138 136 0.0220367670
138 139 0.0450066507
138 142 0.0220367670
138 145 0.0220367670
138 147 0.0345793939
138 148 0.0220367670
138 155 0.0220367670
138 157 0.0220367670
138 160 0.0220367670
138 167 0.0220367670
138 177 0.0220367670
138 193 0.0220367670
138 208 0.0345793939
138 212 0.0220367670
138 215 0.0220367670
138 216 0.0220367670
138 223 0.0220367670
138 225 0.0220367670
138 229 0.0220367670
138 254 0.0220367670
138 268 0.0220367670
138 281 0.0220367670
138 305 0.0345793939
138 308 0.0220367670
138 317 0.0220367670
138 327 0.0220367670
138 347 0.0542608851
138 368 0.0220367670
138 394 0.0220367670
138 416 0.0450066507
138 436 0.0220367670
138 445 0.0450066507
138 460 0.0220367670
172 67 0.0402732592
172 102 0.0402732592
172 143 0.0631955174
172 162 0.0822518344
172 190 0.0402732592
172 192 0.0402732592
172 223 0.0402732592
172 294 0.0631955174
172 301 0.0402732592
172 313 0.0822518344
172 322 0.0402732592
172 331 0.0631955174
172 340 0.0402732592
172 349 0.0402732592
172 359 0.0402732592
172 369 0.0631955174
172 371 0.0631955174
172 383 0.0402732592
172 432 0.0402732592
222 61 0.0279554526
222 92 0.0178154596
222 107 0.0178154596
222 111 0.0178154596
222 115 0.0178154596
222 156 0.0178154596
222 170 0.0178154596
222 183 0.0178154596
222 205 0.0178154596
222 215 0.0279554526
222 236 0.0279554526
222 263 0.0631118275
222 303 0.0178154596
222 305 0.0178154596
222 320 0.0178154596
222 325 0.0178154596
222 332 0.0178154596
222 348 0.0178154596
222 349 0.0178154596
222 376 0.0279554526
222 379 0.0178154596
222 393 0.0178154596
222 400 0.0178154596
222 424 0.0178154596
222 446 0.0178154596
222 453 0.0279554526
256 53 0.0272740029
256 55 0.0557028862
256 111 0.0272740029
256 146 0.0272740029
256 147 0.0272740029
256 165 0.0272740029
256 236 0.0557028862
256 254 0.0272740029
256 286 0.0272740029
256 292 0.0272740029
256 296 0.0272740029
256 303 0.0427974980
256 308 0.0272740029
256 315 0.0272740029
256 347 0.0272740029
256 358 0.0427974980
256 416 0.0671564727
256 439 0.0427974980
298 37 0.0422607131
298 54 0.0206922638
298 55 0.0206922638
298 63 0.0324696422
298 87 0.0206922638
298 90 0.0206922638
298 107 0.0324696422
298 108 0.0206922638
298 109 0.0206922638
298 111 0.0206922638
298 119 0.0324696422
298 121 0.0206922638
298 122 0.0206922638
298 126 0.0422607131
298 127 0.0324696422
298 136 0.0206922638
298 142 0.0206922638
298 145 0.0206922638
298 147 0.0509503298
298 149 0.0324696422
298 154 0.0422607131
